0.451932,-0.459433,1.969,1
0.455683,-0.459433,1.969,1
0.459433,-0.459433,1.969,1
0.451932,-0.455683,1.969,1
0.455683,-0.455683,1.969,1
0.459433,-0.455683,1.969,1
0.460596,-0.453137,1.958,1
0.464326,-0.453137,1.958,1
0.440681,-0.451932,1.969,1
0.444431,-0.451932,1.969,1
0.448182,-0.451932,1.969,1
0.451932,-0.451932,1.969,1
0.455683,-0.451932,1.969,1
0.456867,-0.449408,1.958,1
0.460596,-0.449408,1.958,1
0.461717,-0.446883,1.947,1
0.405429,-0.450686,1.98,1
0.41168,-0.453417,1.992,1
0.412971,-0.450686,1.98,1
0.419269,-0.453417,1.992,1
0.423063,-0.453417,1.992,1
0.426857,-0.453417,1.992,1
0.428057,-0.450686,1.98,1
0.434446,-0.453417,1.992,1
0.43824,-0.453417,1.992,1
0.439371,-0.450686,1.98,1
0.440681,-0.448182,1.969,1
0.444431,-0.448182,1.969,1
0.448182,-0.448182,1.969,1
0.451932,-0.448182,1.969,1
0.455683,-0.448182,1.969,1
0.459433,-0.448182,1.969,1
0.460596,-0.445678,1.958,1
0.464326,-0.445678,1.958,1
0.401657,-0.446914,1.98,1
0.405429,-0.446914,1.98,1
0.4092,-0.446914,1.98,1
0.412971,-0.446914,1.98,1
0.416743,-0.446914,1.98,1
0.420514,-0.446914,1.98,1
0.424286,-0.446914,1.98,1
0.428057,-0.446914,1.98,1
0.434446,-0.449623,1.992,1
0.4356,-0.446914,1.98,1
0.439371,-0.446914,1.98,1
0.443143,-0.446914,1.98,1
0.444431,-0.444431,1.969,1
0.448182,-0.444431,1.969,1
0.454457,-0.446914,1.98,1
0.455683,-0.444431,1.969,1
0.459433,-0.444431,1.969,1
0.463184,-0.444431,1.969,1
0.464326,-0.441949,1.958,1
0.381891,-0.450976,2.015,1
0.385729,-0.450976,2.015,1
0.389567,-0.450976,2.015,1
0.391062,-0.44829,2.003,1
0.390343,-0.443143,1.98,1
0.396503,-0.445829,1.992,1
0.397886,-0.443143,1.98,1
0.401657,-0.443143,1.98,1
0.405429,-0.443143,1.98,1
0.4092,-0.443143,1.98,1
0.412971,-0.443143,1.98,1
0.419269,-0.445829,1.992,1
0.423063,-0.445829,1.992,1
0.426857,-0.445829,1.992,1
0.428057,-0.443143,1.98,1
0.434446,-0.445829,1.992,1
0.4356,-0.443143,1.98,1
0.439371,-0.443143,1.98,1
0.443143,-0.443143,1.98,1
0.446914,-0.443143,1.98,1
0.450686,-0.443143,1.98,1
0.451932,-0.440681,1.969,1
0.458229,-0.443143,1.98,1
0.459433,-0.440681,1.969,1
0.463184,-0.440681,1.969,1
0.347177,-0.442034,1.992,1
0.35291,-0.444475,2.003,1
0.356725,-0.444475,2.003,1
0.379616,-0.444475,2.003,1
0.381326,-0.442034,1.992,1
0.38512,-0.442034,1.992,1
0.388914,-0.442034,1.992,1
0.392709,-0.442034,1.992,1
0.396503,-0.442034,1.992,1
0.397886,-0.439371,1.98,1
0.401657,-0.439371,1.98,1
0.405429,-0.439371,1.98,1
0.4092,-0.439371,1.98,1
0.412971,-0.439371,1.98,1
0.416743,-0.439371,1.98,1
0.420514,-0.439371,1.98,1
0.426857,-0.442034,1.992,1
0.428057,-0.439371,1.98,1
0.434446,-0.442034,1.992,1
0.4356,-0.439371,1.98,1
0.439371,-0.439371,1.98,1
0.443143,-0.439371,1.98,1
0.446914,-0.439371,1.98,1
0.450686,-0.439371,1.98,1
0.451932,-0.436931,1.969,1
0.458229,-0.439371,1.98,1
0.459433,-0.436931,1.969,1
0.463184,-0.436931,1.969,1
0.349094,-0.44066,2.003,1
0.35291,-0.44066,2.003,1
0.354766,-0.43824,1.992,1
0.36054,-0.44066,2.003,1
0.379616,-0.44066,2.003,1
0.381326,-0.43824,1.992,1
0.38512,-0.43824,1.992,1
0.391062,-0.44066,2.003,1
0.392709,-0.43824,1.992,1
0.396503,-0.43824,1.992,1
0.397886,-0.4356,1.98,1
0.401657,-0.4356,1.98,1
0.405429,-0.4356,1.98,1
0.4092,-0.4356,1.98,1
0.412971,-0.4356,1.98,1
0.416743,-0.4356,1.98,1
0.420514,-0.4356,1.98,1
0.424286,-0.4356,1.98,1
0.428057,-0.4356,1.98,1
0.431829,-0.4356,1.98,1
0.4356,-0.4356,1.98,1
0.439371,-0.4356,1.98,1
0.443143,-0.4356,1.98,1
0.446914,-0.4356,1.98,1
0.448182,-0.43318,1.969,1
0.451932,-0.43318,1.969,1
0.455683,-0.43318,1.969,1
0.459433,-0.43318,1.969,1
0.345279,-0.436845,2.003,1
0.349094,-0.436845,2.003,1
0.35291,-0.436845,2.003,1
0.354766,-0.434446,1.992,1
0.35856,-0.434446,1.992,1
0.373737,-0.434446,1.992,1
0.377531,-0.434446,1.992,1
0.381326,-0.434446,1.992,1
0.38512,-0.434446,1.992,1
0.388914,-0.434446,1.992,1
0.392709,-0.434446,1.992,1
0.396503,-0.434446,1.992,1
0.400297,-0.434446,1.992,1
0.401657,-0.431829,1.98,1
0.405429,-0.431829,1.98,1
0.4092,-0.431829,1.98,1
0.412971,-0.431829,1.98,1
0.416743,-0.431829,1.98,1
0.420514,-0.431829,1.98,1
0.424286,-0.431829,1.98,1
0.428057,-0.431829,1.98,1
0.431829,-0.431829,1.98,1
0.4356,-0.431829,1.98,1
0.439371,-0.431829,1.98,1
0.443143,-0.431829,1.98,1
0.446914,-0.431829,1.98,1
0.448182,-0.42943,1.969,1
0.451932,-0.42943,1.969,1
0.455683,-0.42943,1.969,1
0.345279,-0.43303,2.003,1
0.349094,-0.43303,2.003,1
0.35291,-0.43303,2.003,1
0.356725,-0.43303,2.003,1
0.35856,-0.430651,1.992,1
0.362354,-0.430651,1.992,1
0.366149,-0.430651,1.992,1
0.369943,-0.430651,1.992,1
0.373737,-0.430651,1.992,1
0.377531,-0.430651,1.992,1
0.383431,-0.43303,2.003,1
0.387247,-0.43303,2.003,1
0.391062,-0.43303,2.003,1
0.392709,-0.430651,1.992,1
0.396503,-0.430651,1.992,1
0.400297,-0.430651,1.992,1
0.404091,-0.430651,1.992,1
0.405429,-0.428057,1.98,1
0.4092,-0.428057,1.98,1
0.412971,-0.428057,1.98,1
0.416743,-0.428057,1.98,1
0.420514,-0.428057,1.98,1
0.424286,-0.428057,1.98,1
0.428057,-0.428057,1.98,1
0.431829,-0.428057,1.98,1
0.4356,-0.428057,1.98,1
0.439371,-0.428057,1.98,1
0.443143,-0.428057,1.98,1
0.444431,-0.425679,1.969,1
0.448182,-0.425679,1.969,1
0.451932,-0.425679,1.969,1
0.455683,-0.425679,1.969,1
0.345279,-0.429214,2.003,1
0.349094,-0.429214,2.003,1
0.35291,-0.429214,2.003,1
0.356725,-0.429214,2.003,1
0.35856,-0.426857,1.992,1
0.362354,-0.426857,1.992,1
0.366149,-0.426857,1.992,1
0.369943,-0.426857,1.992,1
0.373737,-0.426857,1.992,1
0.377531,-0.426857,1.992,1
0.381326,-0.426857,1.992,1
0.38512,-0.426857,1.992,1
0.388914,-0.426857,1.992,1
0.392709,-0.426857,1.992,1
0.396503,-0.426857,1.992,1
0.397886,-0.424286,1.98,1
0.401657,-0.424286,1.98,1
0.405429,-0.424286,1.98,1
0.4092,-0.424286,1.98,1
0.412971,-0.424286,1.98,1
0.416743,-0.424286,1.98,1
0.420514,-0.424286,1.98,1
0.424286,-0.424286,1.98,1
0.428057,-0.424286,1.98,1
0.431829,-0.424286,1.98,1
0.43318,-0.421929,1.969,1
